ID,Strassentyp,Bonitaet,Kaufkraft,Anteil Deutscher,Altersstruktur,Bebauung,Regionaltyp,Status,Bequemer Experte,Treuer Vertreterkunde,Anspruchsvoller Delegierer,Preisorientierter Rationalist,ueberforderter Unterstuetzungssucher,Skeptisch Gleichgueltiger,Distinguiert Konservativer,Gesunder Kraftprotz,Unkritisch Wehleidiger,Skeptischer Verweigere,Informierter Koerperbewusster,Eingeschraenkter Kassenpatient,Konservativer Arztglaeubiger,Aboscore,Sinus-Milieus
45,Wohnstrasse,durchschnittlich,niedrig,hoch,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,STA
46,Wohnstrasse,gut,niedrig,mittel,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
47,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
48,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
49,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,ADA
50,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
51,Wohnstrasse,gut,niedrig,mittel,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
52,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
53,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,ADA
54,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,1
55,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
56,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
57,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,1
58,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
59,Wohnstrasse,durchschnittlich,niedrig,mittel,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
60,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
61,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
62,Wohnstrasse,gut,niedrig,mittel,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
63,Wohnstrasse,gut,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,ETB
64,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
65,Wohnstrasse,schlecht,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,1
66,Wohnstrasse,schlecht,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
67,Mischform,gut,mittel,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,TBL
68,Wohnstrasse,schlecht,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,ADA
69,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,ADA
70,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,ADA
71,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,1
72,Wohnstrasse,gut,niedrig,mittel,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,niedrig,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,TBL
73,Wohnstrasse,gut,niedrig,mittel,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
74,Mischform,gut,mittel,hoch,gemischte Altersstruktur,nicht zugeordnet,Kern von Ballungsgebieten,niedrig,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,TBL
75,Mischform,gut,mittel,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,ADA
76,Wohnstrasse,durchschnittlich,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,1
77,extremer Gewerbeanteil,gut,niedrig,mittel,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
78,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
79,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,1
80,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,1
81,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,1
82,Mischform,gut,mittel,hoch,gemischte Altersstruktur,nicht zugeordnet,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,TBL
83,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,ETB
84,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,hoch,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MBL
85,Wohnstrasse,gut,niedrig,mittel,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,1
86,Wohnstrasse,durchschnittlich,niedrig,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,1
87,Wohnstrasse,schlecht,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,1
88,Gewerbestrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,STA
89,Mischform,durchschnittlich,mittel,hoch,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,TBL
