ID,Geburtsdatum,Alter,Geschlecht,Familienstand,HatKinder,Zahlmethode,DAUER_Kundenbeziehung,Region,Bundesland,Gebiet,Umsatz_Total,Umsatz_letztes_Quartal,Oekostrom,Fernwaermeabnehmer,Churn
202,1963-11-07,53,M,single,ja,Paypal,4,Norddeutschland,Hamburg,Stadt,3711.15,200.854,0,1,Kunde
203,1980-10-16,39,F,verheiratet,ja,Paypal,9,Norddeutschland,Hamburg,Stadt,1382.94,323.864,0,0,Kuendiger
204,1964-06-17,64,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Berlin,Land,7993.72,293.718,0,1,Kunde
205,1963-05-17,32,M,,nein,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Stadt,7072.23,534.604,0,0,Kunde
206,1979-02-10,57,M,single,ja,Ueberweisung,9,Sueddeutschland,Bayern,Stadt,4115.39,441.568,0,0,Kunde
207,1988-11-23,74,F,,nein,Kreditkarte,5,Sueddeutschland,Rheinland-Pfalz,Stadt,6074.44,121.0072,0,0,Kunde
208,1962-07-07,85,M,single,nein,Kreditkarte,9,Norddeutschland,Niedersachsen,Land,9110.06,597.854,1,0,Kuendiger
209,1969-04-29,46,M,,nein,Paypal,11,Sueddeutschland,Rheinland-Pfalz,Stadt,6045.96,258.66,0,0,Kuendiger
210,1970-11-03,67,F,,nein,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,9821.71,589.99,0,0,Kuendiger
211,1963-11-07,94,M,,nein,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Land,1430.91,139.0182,0,0,Kunde
212,1965-10-15,28,F,single,ja,Ueberweisung,9,Norddeutschland,Brandenburg,Stadt,754.329,56.32,0,1,Kunde
213,1988-09-08,75,F,single,ja,Kreditkarte,9,Sueddeutschland,Thueringen,Stadt,3693.97,370.646,0,1,Kunde
214,1958-09-10,94,M,single,ja,Paypal,9,Sueddeutschland,Sachsen-Anhalt,Stadt,114.026,18.55298,0,0,Kunde
215,1963-11-07,52,F,single,nein,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Land,837.036,588.822,0,0,Kunde
216,1969-03-10,60,F,single,nein,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,9593.06,425.448,0,1,Kunde
217,1963-11-07,97,M,,nein,Kreditkarte,9,Norddeutschland,Nordrhein-Westfalen,Stadt,9622.34,236.286,1,1,Kunde
218,1963-11-07,60,M,,ja,Kreditkarte,11,Norddeutschland,Brandenburg,Land,6793.38,162.4244,0,0,Kunde
219,1963-11-07,38,M,,nein,Kreditkarte,5,Norddeutschland,Berlin,Stadt,5260,314.296,0,0,Kunde
220,1967-05-17,33,F,single,nein,Paypal,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,2874.68,509.524,0,0,Kunde
221,2003-08-23,22,M,,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Stadt,5734.88,449.806,0,0,Kunde
222,1986-03-09,28,F,,ja,Ueberweisung,9,Sueddeutschland,Hessen,Land,3922.32,431.92,0,1,Kunde
223,2003-08-23,84,M,single,nein,Kreditkarte,4,Norddeutschland,Bremen,Land,4651.42,580.4,0,1,Kunde
224,1987-10-08,80,F,,ja,Kreditkarte,4,Sueddeutschland,Sachsen,Stadt,6520.96,504.18,0,1,Kunde
225,1984-06-16,134,F,,ja,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,8602.17,164.1394,0,1,Kuendiger
226,1985-07-12,52,M,,ja,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Stadt,5462.23,575.826,1,0,Kuendiger
227,1983-09-16,37,F,,ja,Ueberweisung,4,Sueddeutschland,Bayern,Land,4773.2,282.252,0,1,Kuendiger
228,1960-08-16,35,M,single,ja,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Stadt,3223.82,506.572,0,0,Kunde
229,2003-08-23,70,M,single,ja,Kreditkarte,9,Norddeutschland,Schleswig-Holstein,Stadt,1781.99,56.32,0,1,Kunde
230,1985-01-04,86,F,single,nein,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,5335.79,43.8908,1,1,Kuendiger
231,1963-11-07,27,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Brandenburg,Stadt,8978.14,120.193,0,1,Kunde
232,1963-11-07,46,M,verheiratet,nein,Paypal,9,Norddeutschland,Niedersachsen,Land,9086.65,80.0348,0,0,Kunde
233,1980-11-07,28,M,single,ja,Kreditkarte,11,Sueddeutschland,Sachsen,Land,5275.08,241.872,0,0,Kuendiger
234,1982-09-06,31,M,,ja,Kreditkarte,4,Norddeutschland,Hamburg,Stadt,1586.5,428.896,0,0,Kuendiger
235,1963-11-07,34,F,single,ja,Kreditkarte,9,Norddeutschland,Brandenburg,Land,9477.83,285.676,0,0,Kunde
236,1989-05-30,76,F,,ja,Paypal,11,Norddeutschland,Berlin,Stadt,5654.58,319.496,0,1,Kunde
237,1989-06-10,63,M,,ja,Kreditkarte,9,Norddeutschland,Berlin,Land,8168.66,389.406,0,0,Kuendiger
238,1989-09-09,73,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Hessen,Land,1962.16,255.202,0,0,Kunde
239,1981-06-10,33,F,verheiratet,ja,Paypal,9,Sueddeutschland,Hessen,Stadt,8543.31,322.786,1,1,Kunde
240,1963-11-07,36,F,,nein,Kreditkarte,11,Norddeutschland,Berlin,Stadt,9360.78,500.132,0,1,Kunde
241,1987-10-29,18,F,,nein,Paypal,9,Norddeutschland,Brandenburg,Stadt,5358.98,56.32,0,0,Kunde
242,1989-02-05,44,F,,nein,Ueberweisung,9,Norddeutschland,Niedersachsen,Stadt,3156.15,297.694,1,0,Kunde
243,1984-09-10,21,F,single,nein,Ueberweisung,9,Norddeutschland,Niedersachsen,Stadt,58.5733,268.418,1,0,Kuendiger
244,1989-03-11,89,F,single,ja,Paypal,3,Sueddeutschland,Bayern,Stadt,7396.52,429.646,0,0,Kuendiger
245,1988-01-09,44,F,verheiratet,ja,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,146.198,253.86,0,0,Kunde
246,1958-09-10,33,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Bremen,Stadt,546.639,281.474,0,1,Kunde
247,1989-04-04,96,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,6155.06,492.742,0,1,Kuendiger
248,1989-05-04,23,F,single,nein,Kreditkarte,11,Norddeutschland,Berlin,Stadt,5584.47,581.2,0,0,Kuendiger
249,1986-10-05,52,F,single,nein,Kreditkarte,6,Sueddeutschland,Hessen,Stadt,4449.73,241.094,0,0,Kunde
250,1989-01-14,33,M,,nein,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,4276.37,56.32,0,1,Kuendiger
251,1989-09-13,76,M,verheiratet,nein,Ueberweisung,5,Sueddeutschland,Hessen,Land,6452.03,30.5622,0,0,Kuendiger
252,1986-02-16,93,F,single,nein,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,4417.39,56.32,0,1,Kunde
253,1984-02-03,50,M,,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,3304.31,56.32,0,0,Kuendiger
254,1952-08-10,81,F,,nein,Kreditkarte,5,Norddeutschland,Brandenburg,Stadt,6763.47,142.1316,0,0,Kunde
255,1967-12-29,60,F,,ja,Ueberweisung,6,Sueddeutschland,Thueringen,Land,4746.86,248.374,0,0,Kunde
256,1971-09-19,42,M,,ja,Ueberweisung,4,Sueddeutschland,Saarland,Land,4263.91,106.3584,0,1,Kuendiger
257,1984-03-04,71,F,verheiratet,ja,Kreditkarte,4,Norddeutschland,Berlin,Stadt,458.19,237.05,0,0,Kuendiger
258,1989-03-10,60,F,verheiratet,ja,Kreditkarte,4,Sueddeutschland,Hessen,Land,8662.93,56.32,0,0,Kuendiger
259,1989-02-15,37,M,,ja,Paypal,9,Norddeutschland,Schleswig-Holstein,Stadt,7924.51,302.986,0,0,Kuendiger
260,1989-03-22,52,F,,ja,Kreditkarte,9,Norddeutschland,Schleswig-Holstein,Stadt,6702.66,315.758,0,1,Kunde
261,1958-09-10,80,F,verheiratet,nein,Ueberweisung,9,Norddeutschland,Mecklenburg-Vorpommern,Land,1506.06,310.746,0,1,Kunde
262,1988-10-08,88,F,,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,6690.66,386.508,0,0,Kunde
263,1989-01-11,42,F,,nein,Kreditkarte,9,Sueddeutschland,Thueringen,Stadt,7575.01,218.816,1,1,Kunde
264,1989-09-19,33,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Schleswig-Holstein,Land,6820.38,428.794,0,1,Kuendiger
265,1983-10-02,90,F,single,nein,Ueberweisung,9,Sueddeutschland,Baden-Wuerttemberg,Stadt,6300.01,56.32,0,0,Kuendiger
266,1989-08-19,21,F,single,nein,Ueberweisung,11,Sueddeutschland,Hessen,Land,,485.026,1,0,Kunde
267,2003-08-23,59,F,single,nein,Ueberweisung,9,Sueddeutschland,Sachsen-Anhalt,Land,1868.63,56.32,0,0,Kunde
268,1963-11-07,40,F,single,nein,Ueberweisung,11,Sueddeutschland,Hessen,Land,6622.35,79.756,0,0,Kunde
269,1967-10-24,63,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Bremen,Stadt,390.204,327.666,0,0,Kuendiger
270,1983-08-19,50,F,single,nein,Ueberweisung,9,Sueddeutschland,Hessen,Stadt,3828.11,517.724,0,0,Kuendiger
271,1963-11-07,304,F,single,nein,Kreditkarte,9,Norddeutschland,Brandenburg,Land,6197.19,362.466,0,1,Kunde
272,1959-11-07,46,M,single,nein,Kreditkarte,1,Sueddeutschland,Rheinland-Pfalz,Stadt,3480.55,310.192,0,0,Kuendiger
273,1963-11-07,64,F,,nein,Ueberweisung,1,Norddeutschland,Nordrhein-Westfalen,Stadt,5391.99,50.7526,1,0,Kunde
274,1963-11-07,18,F,,ja,Ueberweisung,9,Norddeutschland,Brandenburg,Stadt,9722.07,112.7684,0,0,Kunde
275,1985-05-06,41,F,,nein,Kreditkarte,11,Norddeutschland,Bremen,Land,5730.71,216.982,0,0,Kuendiger
276,1963-11-07,32,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Bayern,Stadt,2203.9,437.232,0,1,Kunde
277,1963-11-07,35,F,single,nein,Kreditkarte,5,Sueddeutschland,Sachsen-Anhalt,Stadt,7768,541.872,0,0,Kunde
278,1989-04-11,33,M,single,ja,Kreditkarte,9,Sueddeutschland,Hessen,Stadt,3257.38,371.466,0,1,Kuendiger
279,1989-10-15,83,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,9051.32,273.66,0,0,Kuendiger
280,1965-02-13,94,M,single,nein,Kreditkarte,6,Sueddeutschland,Baden-Wuerttemberg,Stadt,8349.5,522.978,0,1,Kuendiger
281,1983-09-10,42,F,,ja,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,7434.29,150.8978,0,0,Kuendiger
282,1983-02-20,94,F,,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,1586.27,597.244,1,1,Kuendiger
283,1981-10-05,40,F,single,ja,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,2432.94,583.994,1,0,Kuendiger
284,2003-08-23,72,F,,ja,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,9091.28,169.605,0,0,Kunde
285,1978-03-02,95,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,5816.73,154.694,0,1,Kuendiger
286,1985-01-13,43,M,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Sachsen,Land,597.668,56.32,0,1,Kuendiger
287,1975-01-17,69,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Saarland,Stadt,6215.04,56.32,0,0,Kunde
288,1963-11-07,55,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,1693.85,267.012,0,0,Kunde
289,1974-03-31,29,M,,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,9417.91,12.89856,0,0,Kuendiger
290,2003-08-23,87,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,7049.24,139.1344,0,0,Kunde
291,1963-11-07,80,F,single,nein,Kreditkarte,9,Sueddeutschland,Bayern,Stadt,9544.86,484.99,0,1,Kunde
292,1985-09-14,48,M,single,nein,Paypal,9,Sueddeutschland,Thueringen,Stadt,7573.88,537.23,1,1,Kuendiger
293,1958-09-10,52,F,single,nein,Kreditkarte,9,Norddeutschland,Brandenburg,Stadt,4276.05,269.564,0,0,Kunde
294,1982-08-15,92,M,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Hessen,Land,9209.3,32.0554,1,1,Kuendiger
295,1984-02-07,55,M,verheiratet,ja,Ueberweisung,11,Sueddeutschland,Rheinland-Pfalz,Stadt,6772.02,348.844,0,1,Kuendiger
296,1962-04-11,78,M,,nein,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Stadt,742.681,291.62,0,1,Kuendiger
297,1963-11-07,33,F,,nein,Kreditkarte,9,Sueddeutschland,Thueringen,Stadt,1917.36,146.946,0,0,Kunde
298,1985-05-06,81,F,,nein,Kreditkarte,9,Sueddeutschland,Bayern,Land,5086.07,139.0876,0,1,Kunde
299,1980-05-21,24,M,,nein,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1504.12,170.253,0,1,Kunde
300,1958-09-10,94,F,,nein,Paypal,9,Sueddeutschland,Saarland,Stadt,7969.08,371.36,0,1,Kunde
301,1963-11-07,53,M,single,ja,Kreditkarte,9,Norddeutschland,Schleswig-Holstein,Stadt,4237.02,104.3562,0,0,Kunde
302,1958-02-05,76,F,single,ja,Kreditkarte,9,Norddeutschland,Nordrhein-Westfalen,Stadt,8779.75,294.378,0,1,Kunde
303,1965-09-23,21,M,,nein,Kreditkarte,3,Sueddeutschland,Sachsen,Stadt,7885.55,196.3728,0,0,Kuendiger
304,1961-10-20,66,M,single,ja,Paypal,11,Norddeutschland,Brandenburg,Stadt,4365.44,422.378,0,0,Kuendiger
305,1963-11-07,76,M,verheiratet,nein,Paypal,5,Sueddeutschland,Baden-Wuerttemberg,Stadt,2353.6,99.5514,0,0,Kunde
306,1965-07-19,40,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,7771.71,357.952,0,0,Kuendiger
307,1983-01-27,79,F,verheiratet,nein,Ueberweisung,11,Sueddeutschland,Thueringen,Stadt,275.949,479.882,1,0,Kunde
308,1984-07-14,74,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Land,1389.9,56.32,0,1,Kunde
309,1984-03-18,77,F,,ja,Ueberweisung,11,Sueddeutschland,Saarland,Stadt,2941.06,56.32,0,0,Kunde
310,1971-02-10,85,M,,nein,Paypal,11,Sueddeutschland,Sachsen-Anhalt,Stadt,5831.02,308.318,1,1,Kuendiger
311,1963-11-07,47,M,,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,2351.14,335.972,0,1,Kunde
312,1989-10-20,57,F,single,nein,Paypal,11,Norddeutschland,Bremen,Stadt,7045.95,428.924,0,0,Kunde
313,1962-07-07,49,M,single,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,9041.49,220.93,0,1,Kuendiger
314,1989-09-14,40,M,,ja,Paypal,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,6782.35,292.034,0,1,Kuendiger
315,1980-01-09,38,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Stadt,5298.92,403.538,1,0,Kunde
316,1989-02-22,58,F,verheiratet,nein,Ueberweisung,5,Norddeutschland,Nordrhein-Westfalen,Stadt,1125.3,552.59,0,1,Kunde
317,1981-02-14,22,M,verheiratet,nein,Kreditkarte,6,Sueddeutschland,Baden-Wuerttemberg,Land,3314.92,86.4202,0,0,Kuendiger
318,1963-11-07,97,M,,ja,Paypal,11,Norddeutschland,Nordrhein-Westfalen,Stadt,3938.34,581.18,1,1,Kunde
319,1956-11-05,69,M,,ja,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Land,5212.75,507.084,1,0,Kunde
320,1973-10-21,166,M,single,ja,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,2376.43,285.276,0,0,Kuendiger
321,1958-02-25,87,F,single,ja,Kreditkarte,5,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1293.52,213.344,0,0,Kunde
322,1987-05-08,51,F,,nein,Ueberweisung,11,Sueddeutschland,Baden-Wuerttemberg,Land,3379.09,80.7364,0,0,Kunde
323,1963-11-07,43,M,single,ja,Paypal,9,Sueddeutschland,Saarland,Stadt,5797.67,350.348,0,0,Kunde
324,1963-11-07,96,M,,nein,Ueberweisung,11,Norddeutschland,Berlin,Land,4871.36,56.32,0,1,Kunde
325,1978-07-19,60,M,single,ja,Kreditkarte,9,Sueddeutschland,Bayern,Land,9948.81,231.364,0,1,Kuendiger
326,1985-02-25,27,M,single,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,1671.29,483.014,0,0,Kunde
327,1972-10-20,91,F,verheiratet,nein,Paypal,9,Sueddeutschland,Saarland,Stadt,6998.41,246.8,0,1,Kunde
328,1978-08-19,49,M,,nein,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,2073.07,500.784,0,0,Kuendiger
329,1979-05-04,27,F,,nein,Kreditkarte,9,Norddeutschland,Bremen,Stadt,335.328,56.32,0,1,Kunde
330,1962-01-30,63,M,single,nein,Paypal,9,Sueddeutschland,Bayern,Stadt,,434.334,1,1,Kunde
331,1963-11-07,68,M,single,nein,Kreditkarte,11,Sueddeutschland,Saarland,Land,340.901,227.882,0,0,Kunde
332,1963-11-07,28,M,single,nein,Paypal,9,Sueddeutschland,Sachsen-Anhalt,Stadt,9656.35,364.492,0,1,Kunde
333,1986-05-04,69,M,verheiratet,nein,Ueberweisung,11,Norddeutschland,Berlin,Land,6710.83,428.264,1,1,Kunde
334,1950-02-21,78,M,,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Stadt,5969.98,554.08,0,0,Kunde
335,1984-01-05,26,M,single,nein,Ueberweisung,9,Sueddeutschland,Saarland,Stadt,5737.24,125.0094,0,1,Kuendiger
336,1958-09-10,73,M,,ja,Paypal,9,Norddeutschland,Schleswig-Holstein,Land,701.068,185.3196,0,0,Kunde
337,1987-08-07,32,M,single,nein,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,2417.68,285.822,0,1,Kuendiger
338,1986-11-02,65,M,verheiratet,ja,Paypal,9,Norddeutschland,Bremen,Stadt,8278.38,462.598,1,1,Kuendiger
339,1983-05-01,54,F,verheiratet,ja,Ueberweisung,9,Norddeutschland,Brandenburg,Stadt,1165.95,522.406,1,1,Kunde
340,1965-01-15,82,F,single,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,7726.55,518.528,0,0,Kunde
341,1968-05-27,21,F,,nein,Paypal,11,Sueddeutschland,Hessen,Stadt,6423.68,470.018,1,0,Kunde
342,1973-06-04,65,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,2394.78,266.02,1,0,Kunde
343,1983-10-08,50,M,,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,2139.62,579.074,0,1,Kuendiger
344,1989-04-30,87,M,,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Land,8570.58,56.32,0,0,Kuendiger
345,1958-09-10,30,F,single,nein,Ueberweisung,11,Sueddeutschland,Bayern,Stadt,1786.69,385.226,0,0,Kunde
346,1964-08-05,18,M,,nein,Ueberweisung,8,Norddeutschland,Hamburg,Stadt,3744.36,56.32,0,0,Kunde
347,1982-06-06,25,F,single,nein,Paypal,11,Sueddeutschland,Thueringen,Stadt,1010.77,56.32,0,1,Kunde
348,1958-03-17,48,M,single,nein,Paypal,9,Sueddeutschland,Bayern,Stadt,3959.87,438.34,0,0,Kunde
349,1959-04-16,51,F,single,nein,Kreditkarte,5,Sueddeutschland,Baden-Wuerttemberg,Stadt,3211.84,56.32,0,0,Kunde
350,1986-01-22,70,F,single,nein,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,6163.97,125.22,0,0,Kunde
351,1981-11-21,44,M,,nein,Paypal,5,Sueddeutschland,Rheinland-Pfalz,Stadt,9228.54,496.712,0,0,Kuendiger
352,1975-03-05,50,M,verheiratet,nein,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,1923.12,301.508,0,0,Kuendiger
353,1966-05-03,94,M,verheiratet,nein,Paypal,9,Norddeutschland,Brandenburg,Stadt,6675.56,107.752,0,0,Kunde
354,1981-05-14,70,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Land,4221.18,239.356,0,0,Kuendiger
355,1985-11-05,41,F,single,nein,Kreditkarte,9,Sueddeutschland,Sachsen,Land,4356.34,349.414,0,0,Kuendiger
356,1982-01-13,34,M,single,nein,Kreditkarte,9,Sueddeutschland,Saarland,Land,4972.87,23.1086,1,0,Kuendiger
357,1964-04-06,56,M,single,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Land,6141.73,502.81,0,1,Kuendiger
358,1961-06-07,85,M,single,nein,Paypal,9,Sueddeutschland,Hessen,Stadt,5793.31,26.7832,0,1,Kuendiger
359,1958-09-10,74,M,,ja,Ueberweisung,11,Sueddeutschland,Thueringen,Land,282.556,105.471,0,0,Kunde
360,1986-06-04,37,F,,ja,Ueberweisung,11,Sueddeutschland,Thueringen,Stadt,5316.22,420.22,0,1,Kuendiger
361,1980-04-03,54,M,verheiratet,nein,Kreditkarte,9,Sueddeutschland,Baden-Wuerttemberg,Land,8475.44,234.062,0,0,Kuendiger
362,1974-05-29,53,M,single,nein,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,5029.07,126.2324,0,0,Kuendiger
363,1967-03-21,76,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,5709.16,534.574,0,1,Kuendiger
364,1985-10-11,81,F,verheiratet,nein,Ueberweisung,11,Norddeutschland,Schleswig-Holstein,Stadt,8787.29,552.474,1,1,Kuendiger
365,1981-03-16,86,M,verheiratet,nein,Kreditkarte,5,Norddeutschland,Berlin,Stadt,8839.2,513.442,0,0,Kuendiger
366,1962-05-17,80,F,verheiratet,nein,Ueberweisung,6,Norddeutschland,Niedersachsen,Stadt,8389.07,393.038,0,0,Kuendiger
367,1963-07-15,69,F,,nein,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,8673.55,293.474,1,0,Kunde
368,1950-02-21,38,F,,nein,Kreditkarte,5,Norddeutschland,Nordrhein-Westfalen,Land,8465.31,571.112,0,1,Kunde
369,1983-01-15,37,M,,nein,Kreditkarte,11,Norddeutschland,Berlin,Stadt,1169.33,452.442,0,0,Kuendiger
370,1986-03-31,34,M,,nein,Paypal,5,Norddeutschland,Niedersachsen,Land,8746.71,280.386,1,1,Kuendiger
371,1955-08-17,52,F,single,ja,Ueberweisung,9,Norddeutschland,Schleswig-Holstein,Stadt,8411.26,31.54,0,0,Kunde
372,1969-10-24,76,F,single,ja,Paypal,9,Norddeutschland,Brandenburg,Stadt,1230.96,405.892,0,0,Kunde
373,1987-07-21,81,M,single,nein,Paypal,9,Sueddeutschland,Saarland,Land,396.854,529.904,0,0,Kuendiger
374,1986-10-03,55,M,single,nein,Kreditkarte,9,Sueddeutschland,Hessen,Land,8575.38,177.2998,1,0,Kunde
375,1984-10-04,94,M,single,nein,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Land,,430.042,0,1,Kuendiger
376,1985-11-24,86,M,,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Land,9288.59,546.634,0,0,Kuendiger
377,1950-09-16,63,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Bremen,Stadt,904.957,56.32,0,0,Kunde
378,1987-05-07,57,M,verheiratet,nein,Paypal,8,Norddeutschland,Nordrhein-Westfalen,Stadt,2812.84,52.9658,0,0,Kuendiger
379,1961-02-17,61,M,verheiratet,ja,Ueberweisung,9,Sueddeutschland,Rheinland-Pfalz,Land,8592.77,175.168,0,0,Kuendiger
380,1966-07-10,59,F,single,nein,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,6945.46,22.6738,1,1,Kunde
381,1979-10-15,32,M,single,nein,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Land,6376.97,356.934,1,1,Kunde
382,1981-05-29,67,F,single,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,8776.52,56.32,0,0,Kunde
383,1975-11-06,42,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Land,4977.62,169.8858,0,1,Kunde
384,1950-09-26,93,M,,ja,Kreditkarte,11,Norddeutschland,Berlin,Stadt,2594.9,414.004,0,0,Kunde
385,1954-08-13,94,F,single,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Land,3892.55,506.128,0,0,Kunde
386,1985-01-29,78,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,8899.06,481.068,0,1,Kuendiger
387,1978-12-28,79,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Niedersachsen,Stadt,6198.56,174.256,0,0,Kuendiger
388,1979-04-10,29,M,verheiratet,nein,Kreditkarte,9,Norddeutschland,Schleswig-Holstein,Land,2031.54,258.624,0,1,Kuendiger
389,1958-09-10,69,M,verheiratet,nein,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,6411.36,493.114,0,1,Kunde
390,1989-01-07,90,F,,ja,Paypal,9,Norddeutschland,Niedersachsen,Stadt,4141.68,103.8672,0,0,Kunde
391,1990-05-07,43,F,,ja,Kreditkarte,9,Norddeutschland,Schleswig-Holstein,Stadt,7729.3,227.108,0,0,Kunde
392,1989-06-19,93,F,,ja,Paypal,8,Norddeutschland,Schleswig-Holstein,Stadt,5029.07,56.32,0,0,Kunde
393,1990-01-30,54,F,,ja,Ueberweisung,8,Norddeutschland,Brandenburg,Stadt,2737.6,335.648,1,0,Kunde
394,1958-09-10,32,F,,ja,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,510.857,581.342,0,0,Kunde
395,1958-09-10,61,M,,ja,Paypal,8,Sueddeutschland,Sachsen,Land,9513.27,239.484,0,0,Kunde
396,1990-01-12,52,F,single,ja,Paypal,9,Sueddeutschland,Sachsen-Anhalt,Stadt,2494.3,124.0894,0,1,Kunde
397,1958-09-10,36,F,single,ja,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,9628.36,113.2632,0,0,Kunde
398,1990-02-01,42,F,single,ja,Ueberweisung,9,Sueddeutschland,Bayern,Stadt,1819.97,497.848,0,0,Kunde
399,1989-08-01,26,F,single,ja,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,5226.63,56.32,0,0,Kunde
400,1990-03-09,86,F,single,nein,Paypal,8,Sueddeutschland,Hessen,Land,8707.31,56.32,0,0,Kunde
401,1990-02-02,62,F,,nein,Ueberweisung,8,Sueddeutschland,Rheinland-Pfalz,Land,6331.46,220.556,0,0,Kunde
402,1958-09-10,44,M,verheiratet,nein,Kreditkarte,10,Sueddeutschland,Bayern,Land,5743.05,318.362,0,0,Kunde
403,1973-04-26,94,F,single,nein,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Stadt,7899.41,56.32,0,0,Kunde
404,1964-07-07,29,M,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Bayern,Stadt,7303.29,233.704,1,0,Kuendiger
405,1985-09-30,62,M,,nein,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,4905.94,485.748,0,0,Kuendiger
